ProbeName	6302A	6302B	6302C	6302D
c3188823-3186373	1.07E+04	8.99E+03	1.45E+04	1.33E+04
c3188823-3186373	9.90E+03	7.87E+03	1.31E+04	1.14E+04
c3188823-3186373	1.04E+04	8.78E+03	1.42E+04	1.34E+04
c3188823-3186373	1.12E+04	8.62E+03	1.42E+04	1.30E+04
c3190500-3188836	7.82E+03	5.66E+03	6.10E+03	5.99E+03
c3190500-3188836	8.05E+03	5.28E+03	6.55E+03	5.92E+03
c3190500-3188836	8.25E+03	5.38E+03	6.03E+03	5.90E+03
c3190500-3188836	7.64E+03	5.42E+03	5.61E+03	5.86E+03
c3191295-3190798	2.38E+04	2.20E+04	2.50E+04	2.33E+04
c3191295-3190798	2.40E+04	2.42E+04	2.43E+04	2.48E+04
c3191295-3190798	2.70E+04	2.70E+04	2.50E+04	2.56E+04
c3191295-3190798	2.36E+04	2.51E+04	2.72E+04	2.81E+04
c3192703-3191324	4.35E+04	3.96E+04	5.25E+04	4.55E+04
c3192703-3191324	3.92E+04	3.99E+04	4.16E+04	4.69E+04
c3192703-3191324	4.57E+04	3.99E+04	3.65E+04	4.71E+04
c3192703-3191324	3.90E+04	3.90E+04	4.27E+04	4.55E+04
c3193154-3193008	3.71E+03	3.79E+03	5.33E+03	4.48E+03
c3193154-3193008	3.72E+03	4.01E+03	4.96E+03	4.54E+03
c3193154-3193008	3.39E+03	3.83E+03	4.97E+03	4.53E+03
c3193154-3193008	3.31E+03	3.67E+03	4.01E+03	4.77E+03
c3193762-3193184	3.44E+03	3.42E+03	5.32E+03	4.00E+03
c3193762-3193184	3.31E+03	3.19E+03	4.45E+03	4.52E+03
c3193762-3193184	3.41E+03	3.21E+03	4.35E+03	4.37E+03
c3193762-3193184	4.14E+03	3.60E+03	5.35E+03	4.79E+03
c3195560-3194130	4.73E+03	6.12E+03	5.82E+03	5.56E+03
c3195560-3194130	5.77E+03	6.87E+03	6.32E+03	5.88E+03
c3195560-3194130	6.57E+03	7.64E+03	6.06E+03	6.16E+03
c3195560-3194130	5.92E+03	6.14E+03	6.31E+03	5.06E+03
c3199777-3197075	4.76E+03	4.24E+03	5.17E+03	5.52E+03
c3199777-3197075	4.61E+03	6.83E+03	6.68E+03	7.20E+03
c3199777-3197075	5.45E+03	4.28E+03	5.23E+03	6.14E+03
c3199777-3197075	5.94E+03	5.38E+03	6.35E+03	6.94E+03
c3201353-3199803	6.32E+03	5.41E+03	5.76E+03	6.17E+03
c3201353-3199803	6.65E+03	5.97E+03	6.97E+03	6.31E+03
c3201353-3199803	6.85E+03	5.59E+03	6.91E+03	5.99E+03
c3201353-3199803	5.84E+03	5.45E+03	6.77E+03	6.56E+03
c3203388-3201676	4.81E+04	3.98E+04	5.39E+04	4.92E+04
c3203388-3201676	5.12E+04	4.29E+04	5.19E+04	4.91E+04
c3203388-3201676	4.82E+04	3.99E+04	5.33E+04	5.06E+04
c3203388-3201676	4.61E+04	4.17E+04	5.56E+04	4.59E+04
c3204002-3203742	1.88E+05	1.73E+05	2.04E+05	1.96E+05
c3204002-3203742	1.48E+05	1.49E+05	2.03E+05	2.10E+05
c3204002-3203742	2.00E+05	1.49E+05	2.01E+05	1.91E+05
c3204002-3203742	2.02E+05	1.45E+05	2.14E+05	2.02E+05
c3205406-3204195	3.03E+04	2.62E+04	2.86E+04	3.04E+04
c3205406-3204195	3.05E+04	2.50E+04	2.80E+04	2.83E+04
c3205406-3204195	2.69E+04	2.49E+04	2.96E+04	2.70E+04
c3205406-3204195	2.90E+04	2.25E+04	2.99E+04	3.03E+04
c3207371-3205638	5.04E+03	3.39E+03	4.91E+03	4.73E+03
c3207371-3205638	4.59E+03	3.55E+03	5.17E+03	4.34E+03
c3207371-3205638	5.14E+03	3.21E+03	5.01E+03	4.52E+03
c3207371-3205638	4.31E+03	3.35E+03	4.57E+03	4.62E+03
c3207809-3207411	4.59E+03	4.04E+03	4.83E+03	4.39E+03
c3207809-3207411	4.77E+03	4.49E+03	5.10E+03	4.80E+03
c3207809-3207411	4.85E+03	4.04E+03	5.07E+03	4.75E+03
c3207809-3207411	4.58E+03	3.91E+03	4.73E+03	4.60E+03
c3209359-3207812	9.42E+03	1.05E+04	1.29E+04	1.09E+04
c3209359-3207812	9.67E+03	1.05E+04	1.21E+04	1.14E+04
c3209359-3207812	9.06E+03	9.79E+03	1.43E+04	1.17E+04
c3209359-3207812	5.94E+03	1.05E+04	1.37E+04	9.71E+03
c3210579-3209674	1.94E+04	1.74E+04	1.88E+04	2.13E+04
c3210579-3209674	2.14E+04	1.87E+04	2.20E+04	2.17E+04
c3210579-3209674	2.26E+04	2.04E+04	1.94E+04	2.18E+04
c3210579-3209674	2.11E+04	1.81E+04	1.92E+04	1.99E+04
c3211266-3210622	1.16E+03	1.10E+03	1.30E+03	1.27E+03
c3211266-3210622	1.13E+03	1.02E+03	1.44E+03	1.26E+03
c3211266-3210622	1.02E+03	9.58E+02	1.52E+03	1.18E+03
c3211266-3210622	1.23E+03	1.02E+03	1.37E+03	1.03E+03
c3212786-3211998	1.05E+04	7.15E+03	8.73E+03	9.41E+03
c3212786-3211998	8.07E+03	6.63E+03	1.01E+04	1.06E+04
c3212786-3211998	1.10E+04	7.20E+03	9.74E+03	9.65E+03
c3212786-3211998	1.01E+04	7.19E+03	9.74E+03	1.04E+04
c3217669-3215558	4.43E+04	4.38E+04	6.21E+04	5.70E+04
c3217669-3215558	4.79E+04	4.50E+04	6.21E+04	5.64E+04
c3217669-3215558	5.76E+04	4.60E+04	6.17E+04	5.83E+04
c3217669-3215558	5.44E+04	4.35E+04	6.37E+04	5.99E+04
c3218678-3217971	5.04E+04	4.12E+04	4.11E+04	3.77E+04
c3218678-3217971	4.93E+04	4.16E+04	4.27E+04	3.97E+04
c3218678-3217971	5.38E+04	4.59E+04	4.27E+04	3.99E+04
c3218678-3217971	4.53E+04	4.00E+04	4.24E+04	4.11E+04
c3220790-3218877	1.40E+04	1.46E+04	1.70E+04	1.50E+04
c3220790-3218877	1.48E+04	1.41E+04	1.72E+04	1.73E+04
c3220790-3218877	1.39E+04	1.38E+04	1.70E+04	1.50E+04
c3220790-3218877	1.53E+04	1.52E+04	1.73E+04	1.66E+04
c3221965-3220874	1.86E+04	1.88E+04	2.19E+04	1.93E+04
c3221965-3220874	2.05E+04	2.01E+04	2.17E+04	1.81E+04
c3221965-3220874	2.02E+04	1.95E+04	2.14E+04	1.92E+04
c3221965-3220874	2.05E+04	2.16E+04	2.17E+04	2.09E+04
c3223266-3221971	2.16E+04	2.00E+04	2.55E+04	2.34E+04
c3223266-3221971	2.24E+04	2.07E+04	2.83E+04	2.50E+04
c3223266-3221971	2.29E+04	2.06E+04	2.84E+04	2.38E+04
c3223266-3221971	2.17E+04	2.07E+04	2.72E+04	2.40E+04
c3224044-3223292	5.62E+04	4.22E+04	5.82E+04	5.97E+04
c3224044-3223292	4.78E+04	4.04E+04	5.88E+04	5.59E+04
c3224044-3223292	5.44E+04	4.35E+04	5.89E+04	5.61E+04
c3224044-3223292	5.14E+04	3.87E+04	6.02E+04	5.82E+04
c3225000-3224092	3.19E+04	2.59E+04	4.00E+04	3.47E+04
c3225000-3224092	2.90E+04	2.96E+04	3.70E+04	3.51E+04
c3225000-3224092	3.14E+04	2.56E+04	3.74E+04	3.59E+04
c3225000-3224092	3.79E+04	2.71E+04	3.76E+04	3.62E+04
c3225771-3225022	1.89E+04	1.43E+04	1.82E+04	1.73E+04
c3225771-3225022	1.84E+04	1.49E+04	1.74E+04	1.75E+04
c3225771-3225022	2.21E+04	1.56E+04	1.74E+04	1.86E+04
c3225771-3225022	1.85E+04	1.48E+04	1.80E+04	1.75E+04
c3226990-3225800	1.85E+04	3.18E+04	2.10E+04	1.92E+04
c3226990-3225800	2.00E+04	3.09E+04	2.29E+04	1.94E+04
c3226990-3225800	1.70E+04	2.82E+04	2.09E+04	1.82E+04
c3226990-3225800	1.76E+04	2.82E+04	2.03E+04	1.75E+04
c3227829-3226990	2.91E+04	2.04E+04	2.47E+04	2.66E+04
c3227829-3226990	2.96E+04	2.24E+04	2.54E+04	2.60E+04
c3227829-3226990	3.08E+04	2.26E+04	2.78E+04	2.72E+04
c3227829-3226990	2.78E+04	2.05E+04	2.66E+04	2.73E+04
c3228989-3227832	3.37E+04	3.54E+04	5.01E+04	4.00E+04
c3228989-3227832	4.01E+04	3.48E+04	4.53E+04	4.18E+04
c3228989-3227832	3.53E+04	3.29E+04	4.77E+04	4.09E+04
c3228989-3227832	3.76E+04	3.19E+04	4.44E+04	3.94E+04
c3229727-3229005	1.96E+04	2.88E+04	1.96E+04	1.70E+04
c3229727-3229005	1.59E+04	2.83E+04	1.96E+04	1.93E+04
c3229727-3229005	2.06E+04	3.07E+04	2.00E+04	1.93E+04
c3229727-3229005	2.22E+04	2.77E+04	2.01E+04	1.98E+04
c3230812-3229739	2.51E+04	1.87E+04	2.54E+04	2.51E+04
c3230812-3229739	2.58E+04	2.03E+04	2.73E+04	2.64E+04
c3230812-3229739	2.58E+04	1.75E+04	2.77E+04	2.68E+04
c3230812-3229739	2.46E+04	1.86E+04	2.74E+04	2.47E+04
c3232540-3230834	3.52E+04	3.10E+04	5.25E+04	4.80E+04
c3232540-3230834	4.48E+04	2.96E+04	5.14E+04	5.31E+04
c3232540-3230834	3.70E+04	2.67E+04	2.02E+04	5.04E+04
c3232540-3230834	4.46E+04	3.14E+04	5.24E+04	5.16E+04
c3234142-3232586	2.58E+04	2.38E+04	3.17E+04	2.94E+04
c3234142-3232586	2.51E+04	2.18E+04	3.24E+04	2.70E+04
c3234142-3232586	2.65E+04	2.31E+04	3.45E+04	2.92E+04
c3234142-3232586	2.69E+04	2.40E+04	2.88E+04	2.72E+04
c3235312-3234257	2.87E+04	2.27E+04	3.14E+04	3.15E+04
c3235312-3234257	2.90E+04	2.27E+04	3.25E+04	3.18E+04
c3235312-3234257	3.09E+04	2.34E+04	2.82E+04	2.78E+04
c3235312-3234257	2.88E+04	2.42E+04	3.25E+04	3.11E+04
c3236093-3235407	9.04E+04	7.08E+04	1.00E+05	9.41E+04
c3236093-3235407	8.93E+04	7.12E+04	1.10E+05	9.63E+04
c3236093-3235407	9.90E+04	6.48E+04	9.21E+04	8.86E+04
c3236093-3235407	9.44E+04	7.99E+04	9.62E+04	8.72E+04
c3238340-3236313	6.36E+04	8.16E+04	5.68E+04	5.16E+04
c3238340-3236313	6.39E+04	8.83E+04	5.99E+04	5.03E+04
c3238340-3236313	5.41E+04	8.04E+04	5.65E+04	5.23E+04
c3238340-3236313	5.46E+04	8.08E+04	5.96E+04	5.44E+04
c3239703-3238591	3.84E+03	3.68E+03	4.07E+03	3.94E+03
c3239703-3238591	4.16E+03	3.96E+03	3.70E+03	3.89E+03
c3239703-3238591	3.44E+03	3.26E+03	3.22E+03	3.54E+03
c3239703-3238591	3.51E+03	3.46E+03	3.83E+03	4.01E+03
c3241621-3240044	2.55E+03	2.54E+03	3.33E+03	3.30E+03
c3241621-3240044	3.33E+03	3.40E+03	4.65E+03	3.07E+03
c3241621-3240044	3.39E+03	3.11E+03	4.60E+03	3.81E+03
c3241621-3240044	3.73E+03	3.04E+03	4.95E+03	4.93E+03
c3244329-3241918	3.44E+04	4.97E+04	3.43E+04	2.74E+04
c3244329-3241918	3.12E+04	5.09E+04	3.43E+04	3.25E+04
c3244329-3241918	3.31E+04	4.57E+04	2.55E+04	3.16E+04
c3244329-3241918	3.18E+04	4.91E+04	3.42E+04	2.92E+04
c3246836-3245004	5.15E+04	8.00E+04	1.27E+05	1.23E+05
c3246836-3245004	8.15E+04	8.01E+04	1.24E+05	1.09E+05
c3246836-3245004	1.04E+05	7.90E+04	1.31E+05	1.24E+05
c3246836-3245004	1.13E+05	8.12E+04	1.20E+05	1.19E+05
c3247576-3246869	4.64E+04	4.76E+04	4.60E+04	3.86E+04
c3247576-3246869	3.92E+04	4.65E+04	4.53E+04	4.31E+04
c3247576-3246869	3.76E+04	4.18E+04	4.31E+04	4.13E+04
c3247576-3246869	3.89E+04	4.87E+04	4.66E+04	3.93E+04
c3249554-3247683	9.92E+04	7.36E+04	9.90E+04	1.08E+05
c3249554-3247683	8.42E+04	7.65E+04	9.99E+04	1.02E+05
c3249554-3247683	9.36E+04	7.32E+04	1.03E+05	1.03E+05
c3249554-3247683	8.68E+04	9.55E+04	1.02E+05	1.04E+05
c3252314-3249969	6.35E+04	6.13E+04	7.46E+04	6.52E+04
c3252314-3249969	6.53E+04	5.72E+04	6.35E+04	6.88E+04
c3252314-3249969	6.26E+04	5.75E+04	6.12E+04	7.45E+04
c3252314-3249969	6.27E+04	5.48E+04	6.96E+04	6.74E+04
c3254718-3252559	2.79E+05	2.89E+05	3.27E+05	2.90E+05
c3254718-3252559	3.29E+05	3.20E+05	3.48E+05	3.39E+05
c3254718-3252559	3.22E+05	2.85E+05	3.18E+05	2.93E+05
c3254718-3252559	3.68E+05	3.42E+05	3.46E+05	3.18E+05
c3256515-3254929	1.37E+04	2.09E+04	1.56E+04	1.36E+04
c3256515-3254929	1.44E+04	2.06E+04	1.67E+04	1.22E+04
c3256515-3254929	8.95E+03	2.02E+04	1.60E+04	1.40E+04
c3256515-3254929	1.39E+04	1.92E+04	1.51E+04	1.29E+04
c3258335-3256734	1.18E+04	9.73E+03	1.27E+04	1.20E+04
c3258335-3256734	1.05E+04	1.00E+04	1.32E+04	1.30E+04
c3258335-3256734	1.31E+04	1.07E+04	1.25E+04	1.27E+04
c3258335-3256734	1.12E+04	1.16E+04	1.29E+04	1.25E+04
c3260588-3258702	3.75E+04	3.74E+04	4.24E+04	3.98E+04
c3260588-3258702	4.09E+04	3.77E+04	4.18E+04	3.88E+04
c3260588-3258702	3.85E+04	3.71E+04	4.30E+04	4.16E+04
c3260588-3258702	3.82E+04	3.59E+04	4.58E+04	4.10E+04
c3266755-3260792	3.81E+04	3.88E+04	4.06E+04	4.06E+04
c3266755-3260792	3.57E+04	4.03E+04	3.38E+04	3.89E+04
c3266755-3260792	3.76E+04	3.72E+04	3.84E+04	3.91E+04
c3266755-3260792	3.94E+04	3.56E+04	3.79E+04	3.81E+04
c3268569-3267136	2.19E+03	2.47E+03	2.35E+03	1.56E+03
c3268569-3267136	2.41E+03	2.66E+03	2.12E+03	1.53E+03
c3268569-3267136	1.99E+03	2.16E+03	1.67E+03	1.57E+03
c3268569-3267136	2.03E+03	2.29E+03	1.98E+03	1.25E+03
c3270896-3269001	2.86E+03	3.13E+03	4.09E+03	2.86E+03
c3270896-3269001	2.86E+03	2.87E+03	2.85E+03	2.88E+03
c3270896-3269001	2.94E+03	2.85E+03	2.60E+03	3.01E+03
c3270896-3269001	3.10E+03	3.13E+03	2.69E+03	2.66E+03
c3272109-3271729	1.91E+03	1.92E+03	2.93E+03	2.76E+03
c3272109-3271729	1.91E+03	1.47E+03	1.96E+03	2.17E+03
c3272109-3271729	2.22E+03	1.62E+03	2.29E+03	2.24E+03
c3272109-3271729	2.10E+03	1.49E+03	1.87E+03	2.30E+03
c3272442-3272149	3.22E+04	3.08E+04	2.95E+04	2.85E+04
c3272442-3272149	3.29E+04	3.11E+04	2.88E+04	2.97E+04
c3272442-3272149	2.51E+04	3.06E+04	2.55E+04	2.94E+04
c3272442-3272149	2.84E+04	3.56E+04	3.01E+04	2.94E+04
c3273715-3272576	1.73E+04	2.44E+04	1.79E+04	1.60E+04
c3273715-3272576	1.87E+04	2.49E+04	1.86E+04	1.57E+04
c3273715-3272576	1.93E+04	2.48E+04	1.99E+04	1.62E+04
c3273715-3272576	1.51E+04	2.47E+04	1.95E+04	1.74E+04
c3274261-3273776	8.16E+03	1.35E+04	7.91E+03	6.93E+03
c3274261-3273776	7.24E+03	1.23E+04	8.21E+03	6.54E+03
c3274261-3273776	7.90E+03	1.26E+04	7.96E+03	6.71E+03
c3274261-3273776	6.70E+03	1.22E+04	8.97E+03	7.29E+03
c3275298-3274273	1.32E+04	1.25E+04	1.11E+04	1.14E+04
c3275298-3274273	1.38E+04	1.33E+04	1.27E+04	1.23E+04
c3275298-3274273	1.39E+04	1.49E+04	9.89E+03	1.20E+04
c3275298-3274273	1.38E+04	1.46E+04	1.16E+04	1.20E+04
c3276635-3275616	6.12E+03	6.23E+03	6.45E+03	5.95E+03
c3276635-3275616	5.42E+03	6.00E+03	6.85E+03	5.60E+03
c3276635-3275616	5.76E+03	6.25E+03	7.32E+03	6.18E+03
c3276635-3275616	5.36E+03	6.94E+03	6.34E+03	5.47E+03
c3277353-3276742	3.71E+03	4.76E+03	4.08E+03	4.00E+03
c3277353-3276742	4.01E+03	5.21E+03	4.54E+03	4.15E+03
c3277353-3276742	3.83E+03	5.18E+03	4.01E+03	3.90E+03
c3277353-3276742	3.74E+03	5.31E+03	4.14E+03	3.73E+03
c3277846-3277337	9.09E+03	7.22E+03	1.03E+04	8.10E+03
c3277846-3277337	8.46E+03	7.42E+03	7.84E+03	8.65E+03
c3277846-3277337	8.50E+03	7.16E+03	8.72E+03	9.03E+03
c3277846-3277337	8.35E+03	6.95E+03	8.58E+03	9.26E+03
c3278787-3278158	8.43E+01	5.50E+01	7.96E+01	7.27E+01
c3278787-3278158	1.02E+02	3.58E+01	6.00E+02	2.71E+02
c3278787-3278158	3.60E+01	3.40E+01	7.81E+01	6.71E+01
c3278787-3278158	4.41E+01	4.52E+01	8.78E+01	8.75E+01
c3282057-3280621	7.43E+01	4.43E+01	9.23E+01	7.87E+01
c3282057-3280621	2.21E+02	9.89E+01	7.56E+02	1.24E+02
c3282057-3280621	6.69E+01	6.81E+01	8.25E+01	2.45E+02
c3282057-3280621	1.32E+02	6.75E+01	1.74E+02	1.91E+02
c3283489-3282128	1.91E+03	2.43E+03	3.78E+03	4.30E+03
c3283489-3282128	3.81E+03	2.59E+03	3.22E+03	4.19E+03
c3283489-3282128	3.90E+03	2.43E+03	3.36E+03	4.43E+03
c3283489-3282128	4.33E+03	2.82E+03	4.65E+03	4.33E+03
c3284536-3283646	8.65E+01	6.01E+01	7.91E+01	7.58E+01
c3284536-3283646	5.76E+01	7.10E+01	2.36E+02	7.45E+01
c3284536-3283646	1.25E+02	1.09E+02	7.80E+01	1.01E+02
c3284536-3283646	1.62E+02	1.22E+02	1.30E+02	1.31E+02
c3288791-3287001	4.19E+03	3.94E+03	5.26E+03	3.96E+03
c3288791-3287001	4.42E+03	3.60E+03	4.51E+03	4.31E+03
c3288791-3287001	4.26E+03	3.65E+03	4.37E+03	4.45E+03
c3288791-3287001	4.21E+03	3.98E+03	4.60E+03	4.40E+03
c3290557-3288791	3.53E+03	2.88E+03	3.40E+03	2.93E+03
c3290557-3288791	3.17E+03	2.86E+03	4.11E+03	3.00E+03
c3290557-3288791	3.12E+03	2.81E+03	4.03E+03	3.40E+03
c3290557-3288791	3.56E+03	3.31E+03	3.55E+03	3.27E+03
c3293300-3292794	1.34E+02	9.72E+01	8.06E+01	1.98E+02
c3293300-3292794	1.02E+02	1.06E+02	8.82E+01	6.74E+01
c3293300-3292794	1.20E+02	1.26E+02	7.79E+01	6.74E+01
c3293300-3292794	1.31E+02	1.03E+02	8.24E+01	8.06E+01
c3293300-3292794	1.08E+02	1.28E+02	8.29E+01	1.88E+02
c3293973-3293302	1.32E+03	1.07E+03	1.58E+03	1.34E+03
c3293973-3293302	1.23E+03	1.00E+03	1.29E+03	1.14E+03
c3293973-3293302	1.38E+03	1.08E+03	1.78E+03	1.46E+03
c3293973-3293302	1.23E+03	1.03E+03	1.55E+03	1.34E+03
c3293973-3293302	1.21E+03	1.28E+03	1.21E+03	1.37E+03
c3295135-3293963	1.05E+02	4.31E+01	8.63E+01	2.32E+02
c3295135-3293963	1.64E+02	3.70E+01	7.94E+01	8.45E+01
c3295135-3293963	7.49E+01	4.15E+01	7.97E+01	7.59E+01
c3295135-3293963	8.44E+01	7.12E+01	7.75E+01	6.83E+01
c3295135-3293963	3.10E+01	4.08E+01	8.26E+01	7.96E+01
c3297364-3297029	2.57E+02	1.36E+02	1.06E+03	3.64E+02
c3297364-3297029	1.92E+02	2.28E+02	2.58E+02	2.28E+02
c3297364-3297029	2.55E+02	1.39E+02	1.47E+02	1.81E+02
c3297364-3297029	3.34E+02	3.30E+02	2.25E+02	2.97E+02
c3297364-3297029	3.05E+02	1.72E+02	2.90E+02	3.35E+02
c3298245-3297715	6.19E+03	6.80E+03	5.33E+03	4.77E+03
c3298245-3297715	6.77E+03	7.20E+03	5.68E+03	5.59E+03
c3298245-3297715	6.28E+03	6.96E+03	4.79E+03	5.49E+03
c3298245-3297715	6.13E+03	7.02E+03	4.95E+03	5.62E+03
c3298245-3297715	5.87E+03	6.54E+03	5.24E+03	5.05E+03
c3299415-3298321	1.54E+03	2.12E+03	1.73E+03	1.58E+03
c3299415-3298321	1.36E+03	2.40E+03	1.64E+03	1.61E+03
c3299415-3298321	1.69E+03	2.29E+03	1.79E+03	1.59E+03
c3299415-3298321	1.43E+03	2.14E+03	1.79E+03	1.41E+03
c3299415-3298321	2.28E+03	2.14E+03	2.03E+03	1.93E+03
c3299863-3299417	3.40E+03	2.55E+03	2.88E+03	2.89E+03
c3299863-3299417	3.14E+03	2.50E+03	2.83E+03	2.63E+03
c3299863-3299417	3.07E+03	2.58E+03	2.61E+03	2.57E+03
c3299863-3299417	3.38E+03	2.84E+03	2.82E+03	2.80E+03
c3299863-3299417	3.41E+03	2.62E+03	2.98E+03	2.87E+03
c3303275-3302613	2.98E+04	1.91E+04	2.35E+04	2.31E+04
c3303275-3302613	2.80E+04	1.94E+04	2.23E+04	1.94E+04
c3303275-3302613	3.02E+04	1.86E+04	2.18E+04	2.20E+04
c3303275-3302613	2.97E+04	1.77E+04	2.23E+04	2.18E+04
c3306564-3303646	7.19E+04	8.72E+04	7.79E+04	5.95E+04
c3306564-3303646	7.67E+04	8.71E+04	7.87E+04	6.82E+04
c3306564-3303646	7.01E+04	8.12E+04	7.78E+04	6.55E+04
c3306564-3303646	6.01E+04	8.32E+04	7.54E+04	6.50E+04
c3308072-3306894	8.00E+02	6.11E+02	5.72E+02	5.98E+02
c3308072-3306894	7.20E+02	7.44E+02	8.16E+02	5.57E+02
c3308072-3306894	6.49E+02	6.08E+02	6.69E+02	5.47E+02
c3308072-3306894	8.87E+02	8.71E+02	9.13E+02	4.79E+02
c3311471-3308697	1.01E+04	9.96E+03	1.01E+04	1.05E+04
c3311471-3308697	1.05E+04	9.70E+03	1.02E+04	9.57E+03
c3311471-3308697	1.11E+04	1.02E+04	9.30E+03	9.60E+03
c3311471-3308697	9.74E+03	9.76E+03	1.02E+04	9.99E+03
c3312899-3311643	8.39E+01	8.60E+01	1.02E+02	1.19E+02
c3312899-3311643	1.44E+02	2.33E+02	4.08E+02	2.55E+02
c3312899-3311643	1.43E+02	1.78E+02	3.35E+02	4.49E+02
c3312899-3311643	1.13E+02	1.31E+02	1.74E+02	7.71E+01
c3314473-3312971	3.46E+02	2.09E+02	4.51E+02	3.85E+02
c3314473-3312971	3.22E+02	2.55E+02	4.52E+02	3.63E+02
c3314473-3312971	3.33E+02	2.60E+02	7.46E+02	4.49E+02
c3314473-3312971	8.35E+02	3.72E+02	5.77E+02	5.06E+02
c3315754-3314564	1.20E+03	8.88E+02	1.12E+03	1.39E+03
c3315754-3314564	8.73E+02	9.77E+02	1.48E+03	1.22E+03
c3315754-3314564	8.73E+02	7.89E+02	1.09E+03	1.41E+03
c3315754-3314564	1.21E+03	8.25E+02	1.06E+03	1.32E+03
c3317063-3315993	2.25E+02	1.77E+02	4.59E+02	3.80E+02
c3317063-3315993	3.51E+02	1.75E+02	3.45E+02	3.28E+02
c3317063-3315993	3.35E+02	1.98E+02	3.87E+02	4.39E+02
c3317063-3315993	2.62E+02	2.88E+02	4.12E+02	3.40E+02
c3318064-3317366	1.09E+02	2.22E+02	1.40E+02	3.28E+02
c3318064-3317366	1.09E+02	1.73E+02	2.74E+02	6.68E+01
c3318064-3317366	1.27E+02	1.00E+02	1.76E+02	9.88E+01
c3318064-3317366	8.35E+01	1.19E+02	7.85E+01	2.13E+02
c3319683-3318178	1.03E+02	1.14E+02	9.36E+01	3.39E+02
c3319683-3318178	1.55E+02	1.24E+02	1.11E+02	1.00E+02
c3319683-3318178	1.19E+02	1.40E+02	2.46E+02	3.95E+02
c3319683-3318178	1.66E+02	2.51E+02	1.76E+02	1.31E+02
c3321461-3320190	1.23E+04	8.49E+03	1.07E+04	9.96E+03
c3321461-3320190	1.21E+04	8.32E+03	1.08E+04	1.14E+04
c3321461-3320190	1.29E+04	8.75E+03	1.15E+04	1.15E+04
c3321461-3320190	1.13E+04	7.79E+03	1.16E+04	1.09E+04
c3323881-3322277	1.37E+04	1.32E+04	1.39E+04	1.26E+04
c3323881-3322277	1.36E+04	1.26E+04	1.47E+04	1.35E+04
c3323881-3322277	1.39E+04	1.24E+04	1.31E+04	1.38E+04
c3323881-3322277	1.37E+04	1.21E+04	1.28E+04	1.40E+04
c3326311-3325313	8.52E+03	1.12E+04	8.68E+03	7.68E+03
c3326311-3325313	8.99E+03	1.19E+04	8.12E+03	7.84E+03
c3326311-3325313	8.82E+03	1.17E+04	8.86E+03	7.32E+03
c3326311-3325313	7.86E+03	1.11E+04	8.33E+03	7.19E+03
c3328445-3327825	1.70E+03	1.40E+03	1.79E+03	1.76E+03
c3328445-3327825	1.44E+03	1.43E+03	1.92E+03	1.63E+03
c3328445-3327825	2.03E+03	1.98E+03	2.37E+03	2.01E+03
c3328445-3327825	1.76E+03	1.45E+03	1.56E+03	1.67E+03
c3329220-3328453	9.65E+03	8.72E+03	1.13E+04	1.09E+04
c3329220-3328453	1.02E+04	8.75E+03	1.05E+04	1.12E+04
c3329220-3328453	9.69E+03	9.53E+03	1.11E+04	1.06E+04
c3329220-3328453	9.96E+03	7.87E+03	1.01E+04	1.04E+04
c3330082-3329261	2.36E+03	3.19E+03	3.06E+03	2.72E+03
c3330082-3329261	2.57E+03	3.00E+03	2.79E+03	2.57E+03
c3330082-3329261	2.46E+03	2.98E+03	2.74E+03	2.28E+03
c3330082-3329261	2.64E+03	3.50E+03	2.94E+03	2.75E+03
c3332351-3330441	2.07E+04	1.77E+04	2.20E+04	2.20E+04
c3332351-3330441	2.16E+04	1.67E+04	2.43E+04	2.30E+04
c3332351-3330441	2.18E+04	1.65E+04	2.18E+04	2.32E+04
c3332351-3330441	2.04E+04	1.55E+04	2.25E+04	2.26E+04
c3333415-3332630	4.15E+03	5.71E+03	4.29E+03	4.27E+03
c3333415-3332630	4.41E+03	5.88E+03	4.25E+03	4.10E+03
c3333415-3332630	4.04E+03	6.31E+03	4.76E+03	3.92E+03
c3333415-3332630	4.08E+03	6.07E+03	4.87E+03	4.21E+03
c3333862-3333632	4.43E+04	3.72E+04	5.18E+04	5.48E+04
c3333862-3333632	5.55E+04	3.80E+04	4.97E+04	5.71E+04
c3333862-3333632	4.95E+04	3.42E+04	5.43E+04	5.29E+04
c3333862-3333632	4.75E+04	3.38E+04	5.30E+04	5.28E+04
c3335029-3333881	6.51E+04	7.99E+04	8.67E+04	7.66E+04
c3335029-3333881	7.12E+04	7.53E+04	8.36E+04	7.85E+04
c3335029-3333881	6.92E+04	7.62E+04	8.70E+04	7.74E+04
c3335029-3333881	5.80E+04	7.98E+04	8.41E+04	7.97E+04
c3336543-3335029	3.84E+04	4.84E+04	4.09E+04	3.63E+04
c3336543-3335029	3.81E+04	4.92E+04	4.24E+04	4.08E+04
c3336543-3335029	3.83E+04	5.38E+04	4.50E+04	3.91E+04
c3336543-3335029	3.66E+04	4.61E+04	3.96E+04	3.94E+04
c3337854-3336664	1.38E+04	1.51E+04	1.66E+04	1.79E+04
c3337854-3336664	1.75E+04	1.47E+04	1.73E+04	1.62E+04
