ProbeName	6308A	6308B	6308C
c3606221-3605034	6.56E+03	6.79E+03	2.71E+03
c3606221-3605034	5.72E+03	6.07E+03	2.54E+03
c3607641-3606235	2.90E+03	2.35E+03	1.35E+03
c3607641-3606235	3.07E+03	2.13E+03	1.45E+03
c3607641-3606235	3.26E+03	2.05E+03	1.39E+03
c3607641-3606235	3.37E+03	2.25E+03	1.50E+03
c3609873-3608221	3.02E+02	1.08E+03	1.06E+02
c3609873-3608221	2.88E+02	1.08E+03	1.11E+02
c3609873-3608221	4.70E+02	1.25E+03	1.25E+02
c3609873-3608221	3.01E+02	1.11E+03	1.01E+02
c3611296-3609893	5.36E+02	9.64E+02	2.51E+02
c3611296-3609893	4.33E+02	8.26E+02	2.89E+02
c3611296-3609893	4.98E+02	8.05E+02	2.81E+02
c3611296-3609893	4.32E+02	9.14E+02	2.81E+02
c3612052-3611561	3.57E+03	4.55E+03	2.82E+03
c3612052-3611561	3.93E+03	4.54E+03	3.00E+03
c3612052-3611561	3.43E+03	4.10E+03	2.93E+03
c3612052-3611561	3.62E+03	4.24E+03	2.92E+03
c3612899-3612078	5.33E+02	1.61E+03	2.35E+02
c3612899-3612078	5.66E+02	1.75E+03	2.45E+02
c3612899-3612078	5.87E+02	1.71E+03	2.35E+02
c3612899-3612078	5.74E+02	1.74E+03	3.20E+02
c3614054-3612903	1.81E+02	4.11E+02	1.28E+02
c3614054-3612903	2.22E+02	4.34E+02	1.62E+02
c3614054-3612903	1.90E+02	3.82E+02	1.44E+02
c3614054-3612903	1.75E+02	3.66E+02	1.19E+02
c3617361-3616735	3.18E+03	5.41E+03	1.85E+03
c3617361-3616735	2.60E+03	4.16E+03	2.01E+03
c3617361-3616735	2.85E+03	4.46E+03	1.97E+03
c3617361-3616735	3.52E+03	5.47E+03	2.09E+03
c3618212-3617496	3.38E+03	5.27E+03	2.20E+03
c3618212-3617496	3.67E+03	4.94E+03	2.23E+03
c3618212-3617496	3.60E+03	4.79E+03	2.37E+03
c3618212-3617496	3.68E+03	5.20E+03	2.53E+03
c3623126-3621936	5.60E+02	9.73E+02	3.44E+02
c3623126-3621936	6.44E+02	8.81E+02	3.15E+02
c3623126-3621936	4.15E+02	7.67E+02	2.87E+02
c3623126-3621936	9.95E+02	9.53E+02	2.99E+02
c3624611-3623232	2.25E+02	6.23E+02	1.68E+02
c3624611-3623232	2.45E+02	5.41E+02	1.63E+02
c3624611-3623232	2.59E+02	5.02E+02	1.50E+02
c3624611-3623232	2.94E+02	5.34E+02	1.44E+02
c3625850-3624642	1.36E+01	1.86E+02	5.09E+00
c3625850-3624642	2.15E+01	2.04E+02	4.12E+00
c3625850-3624642	2.73E+01	1.76E+02	3.98E+00
c3625850-3624642	8.84E+00	1.83E+02	5.17E+00
c3628329-3626875	2.91E+03	3.10E+03	1.82E+03
c3628329-3626875	3.25E+03	3.46E+03	2.02E+03
c3628329-3626875	3.22E+03	3.85E+03	2.04E+03
c3628329-3626875	3.03E+03	3.54E+03	1.91E+03
c3630220-3628349	1.00E+03	1.59E+03	6.88E+02
c3630220-3628349	1.07E+03	1.67E+03	6.99E+02
c3630220-3628349	1.12E+03	1.63E+03	7.01E+02
c3630220-3628349	1.10E+03	1.58E+03	6.18E+02
c3631070-3630210	8.61E+02	1.25E+03	4.15E+02
c3631070-3630210	8.25E+02	1.12E+03	4.22E+02
c3631070-3630210	9.04E+02	1.21E+03	4.34E+02
c3631070-3630210	8.58E+02	1.30E+03	4.18E+02
c3632273-3631869	1.82E+02	8.05E+02	9.05E+01
c3632273-3631869	2.18E+02	8.01E+02	1.07E+02
c3632273-3631869	2.07E+02	7.27E+02	9.75E+01
c3632273-3631869	2.35E+02	7.98E+02	1.76E+02
c3633652-3632465	1.22E+03	2.43E+03	7.53E+02
c3633652-3632465	1.24E+03	2.51E+03	7.83E+02
c3633652-3632465	1.21E+03	2.49E+03	8.33E+02
c3633652-3632465	9.32E+02	2.49E+03	7.93E+02
c3634118-3633684	1.37E+03	1.96E+03	7.57E+02
c3634118-3633684	1.56E+03	1.98E+03	8.57E+02
c3634118-3633684	1.57E+03	1.88E+03	9.45E+02
c3634118-3633684	2.15E+03	2.00E+03	1.19E+03
c3634395-3634237	3.59E+01	8.83E+01	1.54E+01
c3634395-3634237	7.21E+01	9.00E+01	2.61E+01
c3634395-3634237	7.39E+01	1.55E+02	2.51E+01
c3634395-3634237	7.16E+01	1.08E+02	3.00E+01
c3635847-3635482	2.87E+02	6.00E+02	2.66E+02
c3635847-3635482	3.39E+02	6.51E+02	2.68E+02
c3635847-3635482	3.90E+02	8.19E+02	3.09E+02
c3635847-3635482	3.81E+02	6.61E+02	2.70E+02
c3636645-3635863	4.09E+02	6.40E+02	3.64E+02
c3636645-3635863	5.50E+02	7.60E+02	4.00E+02
c3636645-3635863	4.42E+02	6.32E+02	3.44E+02
c3636645-3635863	5.15E+02	6.69E+02	3.56E+02
c3638483-3637050	1.68E+03	1.40E+03	1.10E+03
c3638483-3637050	1.60E+03	1.37E+03	1.11E+03
c3638483-3637050	1.66E+03	1.39E+03	9.69E+02
c3638483-3637050	1.66E+03	1.43E+03	8.62E+02
c3640466-3638538	1.96E+03	2.58E+03	1.30E+03
c3640466-3638538	2.03E+03	2.58E+03	1.34E+03
c3640466-3638538	2.09E+03	2.64E+03	1.35E+03
c3640466-3638538	2.19E+03	2.61E+03	1.52E+03
c3641474-3640611	3.60E+02	8.80E+02	3.32E+02
c3641474-3640611	3.73E+02	8.95E+02	2.98E+02
c3641474-3640611	4.57E+02	9.08E+02	3.07E+02
c3641474-3640611	2.81E+02	9.24E+02	2.90E+02
c3643170-3641770	7.63E+01	3.19E+02	5.83E+01
c3643170-3641770	1.01E+02	3.38E+02	6.68E+01
c3643170-3641770	9.92E+01	3.01E+02	6.97E+01
c3643170-3641770	1.18E+02	2.90E+02	7.96E+01
c3643880-3643209	1.05E+03	1.93E+03	3.64E+02
c3643880-3643209	1.13E+03	1.55E+03	4.14E+02
c3643880-3643209	7.22E+02	1.65E+03	4.39E+02
c3643880-3643209	7.18E+02	1.61E+03	3.64E+02
c3646272-3643882	1.76E+03	3.04E+03	1.02E+03
c3646272-3643882	2.02E+03	3.37E+03	1.16E+03
c3646272-3643882	2.42E+03	4.17E+03	1.45E+03
c3646272-3643882	2.34E+03	4.59E+03	1.42E+03
c3647746-3646298	4.49E+02	1.22E+03	1.87E+02
c3647746-3646298	4.63E+02	1.25E+03	2.00E+02
c3647746-3646298	4.65E+02	1.30E+03	1.85E+02
c3647746-3646298	4.39E+02	1.32E+03	1.69E+02
c3649038-3648151	9.09E+02	1.76E+03	4.18E+02
c3649038-3648151	1.07E+03	1.86E+03	3.65E+02
c3649038-3648151	1.40E+03	1.71E+03	3.99E+02
c3649038-3648151	9.09E+02	1.71E+03	3.80E+02
c3649587-3649138	4.69E+02	7.14E+02	2.73E+02
c3649587-3649138	4.70E+02	8.36E+02	2.98E+02
c3649587-3649138	2.84E+02	6.05E+02	2.59E+02
c3649587-3649138	4.34E+02	7.42E+02	2.62E+02
c3649587-3649138	5.48E+02	8.35E+02	2.79E+02
c3651484-3649577	2.37E+02	5.56E+02	1.44E+02
c3651484-3649577	2.50E+02	5.77E+02	1.28E+02
c3651484-3649577	2.59E+02	5.57E+02	1.44E+02
c3651484-3649577	2.71E+02	5.15E+02	1.34E+02
c3651484-3649577	2.72E+02	4.97E+02	1.21E+02
c3653647-3651752	2.11E+03	2.67E+03	1.73E+03
c3653647-3651752	2.34E+03	3.14E+03	1.84E+03
c3653647-3651752	2.53E+03	3.28E+03	1.98E+03
c3653647-3651752	3.75E+03	3.31E+03	1.73E+03
c3653647-3651752	2.65E+03	3.36E+03	2.05E+03
c3654561-3653683	3.15E+02	1.27E+03	1.06E+02
c3654561-3653683	3.68E+02	1.27E+03	1.66E+02
c3654561-3653683	2.53E+02	1.40E+03	1.51E+02
c3654561-3653683	4.19E+02	1.45E+03	2.29E+02
c3654561-3653683	2.92E+02	1.40E+03	1.71E+02
c3656699-3655266	4.47E+04	4.09E+04	2.95E+04
c3656699-3655266	4.57E+04	3.18E+04	2.79E+04
c3656699-3655266	4.18E+04	3.41E+04	2.76E+04
c3656699-3655266	4.50E+04	3.68E+04	2.76E+04
c3656699-3655266	4.82E+04	3.60E+04	2.38E+04
c3658563-3656722	3.55E+04	2.82E+04	1.78E+04
c3658563-3656722	4.00E+04	3.25E+04	2.53E+04
c3658563-3656722	4.14E+04	2.94E+04	2.41E+04
c3658563-3656722	4.21E+04	3.05E+04	2.35E+04
c3658563-3656722	4.26E+04	2.94E+04	2.49E+04
c3659522-3658689	7.22E+03	7.20E+03	6.89E+03
c3659522-3658689	7.23E+03	6.42E+03	5.79E+03
c3659522-3658689	7.76E+03	6.40E+03	6.46E+03
c3659522-3658689	8.43E+03	7.05E+03	6.32E+03
c3660766-3660566	1.67E+03	2.34E+03	1.98E+03
c3660766-3660566	2.07E+03	2.45E+03	2.33E+03
c3660766-3660566	2.14E+03	2.82E+03	2.39E+03
c3660766-3660566	1.76E+03	2.53E+03	2.13E+03
c3661195-3660779	1.09E+03	1.33E+03	1.19E+03
c3661195-3660779	1.50E+03	1.89E+03	2.03E+03
c3661195-3660779	1.85E+03	2.34E+03	2.33E+03
c3661195-3660779	1.93E+03	2.35E+03	2.53E+03
c3661195-3660779	1.11E+03	1.78E+03	1.66E+03
c3661678-3661265	9.32E+02	1.10E+03	1.05E+03
c3661678-3661265	1.02E+03	1.04E+03	1.14E+03
c3661678-3661265	9.22E+02	1.23E+03	9.78E+02
c3661678-3661265	9.23E+02	1.22E+03	1.03E+03
c3661678-3661265	9.63E+02	1.17E+03	1.19E+03
c3663141-3662512	3.81E+02	7.54E+02	2.32E+02
c3663141-3662512	3.47E+02	7.53E+02	2.60E+02
c3663141-3662512	3.63E+02	6.97E+02	2.58E+02
c3663141-3662512	3.95E+02	5.43E+02	2.51E+02
c3663141-3662512	3.90E+02	6.79E+02	2.60E+02
c3664182-3663220	2.20E+03	2.38E+03	1.48E+03
c3664182-3663220	2.12E+03	2.42E+03	1.39E+03
c3664182-3663220	2.43E+03	2.55E+03	1.65E+03
c3664182-3663220	2.11E+03	2.43E+03	1.48E+03
c3668516-3664944	7.20E+04	5.20E+04	3.67E+04
c3668516-3664944	7.17E+04	5.50E+04	3.81E+04
c3668516-3664944	6.94E+04	5.24E+04	3.89E+04
c3668516-3664944	6.43E+04	5.03E+04	3.78E+04
c3671982-3670357	5.68E+03	6.66E+03	5.13E+03
c3671982-3670357	5.42E+03	5.03E+03	4.56E+03
c3671982-3670357	5.83E+03	5.52E+03	4.37E+03
c3671982-3670357	6.15E+03	5.87E+03	4.25E+03
c3681827-3681078	1.06E+03	2.42E+03	6.30E+02
c3681827-3681078	1.43E+03	2.12E+03	7.93E+02
c3681827-3681078	1.24E+03	2.07E+03	6.82E+02
c3681827-3681078	1.23E+03	2.46E+03	7.74E+02
c3682157-3681843	3.80E+02	9.16E+02	1.11E+02
c3682157-3681843	4.01E+02	9.68E+02	1.21E+02
c3682157-3681843	2.31E+02	8.72E+02	1.36E+02
c3682157-3681843	2.67E+02	7.22E+02	1.19E+02
c3682361-3682161	5.20E+02	5.37E+02	9.90E+01
c3682361-3682161	2.18E+02	5.26E+02	9.24E+01
c3682361-3682161	3.78E+02	6.09E+02	1.19E+02
c3682361-3682161	2.32E+02	5.09E+02	9.90E+01
c3687069-3686842	5.73E+02	8.04E+02	5.32E+02
c3687069-3686842	4.99E+02	6.84E+02	5.11E+02
c3687069-3686842	5.67E+02	6.74E+02	4.73E+02
c3687069-3686842	5.58E+02	7.72E+02	5.33E+02
c3688387-3687896	1.43E+04	1.23E+04	1.20E+04
c3688387-3687896	1.36E+04	1.21E+04	1.04E+04
c3688387-3687896	1.35E+04	1.22E+04	1.05E+04
c3688387-3687896	1.40E+04	1.24E+04	1.08E+04
c3692119-3691565	4.97E+02	7.19E+02	2.75E+02
c3692119-3691565	6.50E+02	8.56E+02	2.74E+02
c3692119-3691565	4.95E+02	8.75E+02	3.14E+02
c3692119-3691565	6.68E+02	8.30E+02	4.33E+02
c3693428-3692139	3.84E+02	7.98E+02	1.30E+02
c3693428-3692139	4.07E+02	6.87E+02	1.48E+02
c3693428-3692139	3.77E+02	7.85E+02	1.46E+02
c3693428-3692139	4.70E+02	7.74E+02	1.88E+02
c3694297-3693425	8.43E+02	1.36E+03	4.05E+02
c3694297-3693425	7.83E+02	1.15E+03	4.13E+02
c3694297-3693425	9.87E+02	1.42E+03	4.09E+02
c3694297-3693425	9.91E+02	1.35E+03	5.43E+02
c3695318-3694827	3.89E+02	2.96E+02	1.46E+02
c3695318-3694827	3.63E+02	3.78E+02	1.43E+02
c3695318-3694827	3.39E+02	2.81E+02	1.46E+02
c3695318-3694827	4.19E+02	3.25E+02	2.05E+02
c3698203-3696068	1.68E+03	2.33E+03	1.12E+03
c3698203-3696068	1.91E+03	2.49E+03	1.14E+03
c3698203-3696068	1.69E+03	2.71E+03	1.07E+03
c3698203-3696068	1.62E+03	2.57E+03	1.03E+03
c3702939-3702715	3.80E+03	3.55E+03	3.16E+03
c3702939-3702715	3.88E+03	3.04E+03	2.95E+03
c3702939-3702715	4.99E+03	3.98E+03	3.71E+03
c3702939-3702715	4.48E+03	3.60E+03	3.80E+03
c3704824-3703532	1.23E+05	1.14E+05	1.03E+05
c3704824-3703532	1.19E+05	1.08E+05	9.82E+04
c3704824-3703532	1.23E+05	1.20E+05	9.28E+04
c3704824-3703532	1.21E+05	1.10E+05	9.19E+04
c3706944-3705412	8.56E+04	7.75E+04	6.77E+04
c3706944-3705412	8.96E+04	7.49E+04	6.50E+04
c3706944-3705412	8.58E+04	7.34E+04	7.12E+04
c3706944-3705412	8.99E+04	7.19E+04	6.36E+04
c3707696-3706953	7.75E+04	6.76E+04	7.42E+04
c3707696-3706953	7.79E+04	7.00E+04	7.76E+04
c3707696-3706953	7.91E+04	7.13E+04	6.77E+04
c3707696-3706953	7.65E+04	6.58E+04	7.06E+04
c3708924-3707722	1.19E+05	1.11E+05	7.66E+04
c3708924-3707722	1.02E+05	9.14E+04	7.11E+04
c3708924-3707722	1.06E+05	8.93E+04	7.29E+04
c3708924-3707722	1.12E+05	9.38E+04	6.95E+04
c3710153-3709146	1.18E+05	1.06E+05	1.18E+05
c3710153-3709146	1.09E+05	1.08E+05	9.89E+04
c3710153-3709146	1.08E+05	1.04E+05	9.77E+04
c3710153-3709146	1.09E+05	9.78E+04	9.11E+04
c3711235-3710213	6.63E+04	5.93E+04	4.76E+04
c3711235-3710213	6.41E+04	6.34E+04	5.87E+04
c3711235-3710213	6.38E+04	5.75E+04	5.70E+04
c3711235-3710213	6.20E+04	6.28E+04	5.53E+04
c371283-370555	1.63E+03	1.31E+03	9.58E+02
c371283-370555	1.56E+03	1.40E+03	1.02E+03
c371283-370555	1.79E+03	1.61E+03	1.02E+03
c371283-370555	1.76E+03	1.46E+03	1.04E+03
c3713379-3712033	5.29E+03	6.83E+03	4.03E+03
c3713379-3712033	6.41E+03	7.47E+03	5.27E+03
c3713379-3712033	7.16E+03	7.95E+03	5.20E+03
c3713379-3712033	7.43E+03	8.03E+03	4.80E+03
c3716092-3713531	2.19E+02	2.85E+02	5.21E+01
c3716092-3713531	1.49E+02	3.79E+02	5.58E+01
c3716092-3713531	1.47E+02	3.00E+02	6.88E+01
c3716092-3713531	1.22E+02	3.05E+02	6.58E+01
c3717477-3716086	4.95E+02	1.18E+03	2.52E+02
c3717477-3716086	5.22E+02	1.38E+03	2.42E+02
c3717477-3716086	4.31E+02	1.34E+03	2.68E+02
c3717477-3716086	6.02E+02	1.28E+03	2.76E+02
c3718869-3717760	4.76E+02	7.66E+02	2.90E+02
c3718869-3717760	5.11E+02	9.55E+02	3.99E+02
c3718869-3717760	4.43E+02	8.62E+02	4.06E+02
c3718869-3717760	4.32E+02	9.31E+02	3.93E+02
c3720413-3719061	2.61E+03	3.53E+03	1.98E+03
c3720413-3719061	3.22E+03	3.86E+03	1.96E+03
c3720413-3719061	3.46E+03	3.94E+03	2.35E+03
c3720413-3719061	3.52E+03	4.66E+03	2.27E+03
c3721940-3720612	9.53E+02	1.25E+03	6.70E+02
c3721940-3720612	1.19E+03	1.43E+03	8.26E+02
c3721940-3720612	1.13E+03	1.26E+03	7.58E+02
c3721940-3720612	1.13E+03	1.29E+03	7.13E+02
c3723551-3721968	8.01E+02	1.33E+03	5.70E+02
c3723551-3721968	8.55E+02	1.21E+03	5.04E+02
c3723551-3721968	8.16E+02	1.23E+03	5.38E+02
c3723551-3721968	7.98E+02	1.30E+03	5.27E+02
c3724754-3723567	6.02E+02	7.77E+02	4.05E+02
c3724754-3723567	5.46E+02	6.47E+02	4.18E+02
c3724754-3723567	6.43E+02	7.28E+02	4.29E+02
c3724754-3723567	6.28E+02	7.86E+02	4.42E+02
c3726406-3725192	3.33E+02	8.22E+02	1.36E+02
c3726406-3725192	3.03E+02	8.13E+02	1.66E+02
c3726406-3725192	3.39E+02	8.17E+02	2.15E+02
c3726406-3725192	2.93E+02	8.28E+02	1.82E+02
c3729461-3727644	8.84E+02	8.53E+02	7.18E+02
c3729461-3727644	8.93E+02	7.47E+02	6.48E+02
c3729461-3727644	7.15E+02	9.58E+02	5.98E+02
c3729461-3727644	8.62E+02	8.53E+02	4.85E+02
c3730222-3729845	1.54E+03	1.44E+03	1.35E+03
c3730222-3729845	1.62E+03	1.50E+03	1.32E+03
c3730222-3729845	1.64E+03	1.33E+03	1.40E+03
c3730222-3729845	1.56E+03	1.42E+03	1.26E+03
c3732351-3731812	1.61E+03	1.77E+03	1.58E+03
c3732351-3731812	1.80E+03	1.87E+03	1.64E+03
c3732351-3731812	1.67E+03	1.87E+03	1.35E+03
c3732351-3731812	1.60E+03	1.86E+03	1.59E+03
c3732757-3732344	3.06E+03	3.71E+03	1.59E+03
c3732757-3732344	2.73E+03	4.11E+03	1.87E+03
c3732757-3732344	3.15E+03	4.08E+03	2.11E+03
c3732757-3732344	3.08E+03	3.98E+03	2.34E+03
c3733914-3732793	2.79E+03	3.21E+03	2.16E+03
c3733914-3732793	2.73E+03	3.44E+03	2.34E+03
c3733914-3732793	2.98E+03	3.50E+03	2.62E+03
c3733914-3732793	2.48E+03	3.07E+03	1.98E+03
c3737438-3736512	2.10E+02	8.71E+02	5.84E+01
c3737438-3736512	2.44E+02	7.59E+02	9.06E+01
c3737438-3736512	2.04E+02	8.71E+02	1.21E+02
c3737438-3736512	1.66E+02	9.64E+02	9.02E+01
c373781-372933	6.90E+02	6.73E+02	6.33E+02
c373781-372933	7.82E+02	6.81E+02	6.00E+02
c373781-372933	8.68E+02	7.32E+02	7.28E+02
c373781-372933	7.01E+02	6.77E+03	6.29E+02
c3746261-3745248	3.02E+02	1.15E+03	1.04E+02
c3746261-3745248	3.84E+02	1.43E+03	1.61E+02
c3746261-3745248	4.27E+02	1.24E+03	1.85E+02
c3746261-3745248	3.68E+02	1.41E+03	2.25E+02
c3747292-3746264	9.52E+01	3.49E+02	3.94E+01
c3747292-3746264	8.68E+01	4.17E+02	3.94E+01
c3747292-3746264	7.13E+01	2.93E+02	6.86E+01
c3747292-3746264	5.86E+01	3.23E+02	4.92E+01
c3748137-3747292	4.39E+02	1.28E+03	1.27E+02
c3748137-3747292	2.78E+02	1.63E+03	1.82E+02
c3748137-3747292	5.49E+02	1.52E+03	1.66E+02
c3748137-3747292	5.56E+02	1.50E+03	1.13E+02
c3749685-3748555	1.59E+03	2.43E+03	9.24E+02
c3749685-3748555	1.57E+03	2.36E+03	9.52E+02
c3749685-3748555	1.61E+03	2.50E+03	8.69E+02
c3749685-3748555	1.60E+03	2.42E+03	1.01E+03
c3750353-3749682	1.37E+03	1.96E+03	7.25E+02
c3750353-3749682	1.89E+03	1.96E+03	6.71E+02
c3750353-3749682	3.04E+03	2.13E+03	8.07E+02
c3750353-3749682	1.37E+03	2.01E+03	7.33E+02
c3751206-3750556	2.91E+03	2.17E+03	3.60E+03
c3751206-3750556	2.81E+03	2.11E+03	3.44E+03
c3751206-3750556	2.77E+03	2.19E+03	3.38E+03
c3751206-3750556	2.77E+03	2.03E+03	3.28E+03
c3754960-3753581	3.88E+03	4.95E+03	3.75E+03
c3754960-3753581	3.91E+03	4.43E+03	3.56E+03
c3754960-3753581	4.38E+03	4.68E+03	4.02E+03
c3754960-3753581	4.69E+03	5.13E+03	3.85E+03
c3755429-3754968	3.68E+03	4.07E+03	2.49E+03
c3755429-3754968	3.64E+03	4.00E+03	2.54E+03
c3755429-3754968	3.60E+03	4.40E+03	2.61E+03
c3755429-3754968	3.55E+03	3.86E+03	2.48E+03
c3758403-3757624	3.30E+03	3.38E+03	2.66E+03
c3758403-3757624	3.60E+03	4.25E+03	2.87E+03
c3758403-3757624	3.53E+03	3.93E+03	2.89E+03
c3758403-3757624	3.21E+03	3.50E+03	2.77E+03
c3758766-3758515	8.30E+02	8.58E+02	4.54E+02
c3758766-3758515	8.14E+02	1.01E+03	4.44E+02
c3758766-3758515	8.99E+02	8.75E+02	4.57E+02
c3758766-3758515	7.35E+02	9.14E+02	8.09E+02
c3759964-3759095	2.33E+02	3.27E+02	1.40E+02
c3759964-3759095	2.25E+02	3.79E+02	2.14E+02
c3759964-3759095	2.20E+02	3.59E+02	1.88E+02
c3759964-3759095	1.92E+02	3.57E+02	2.02E+02
c3761063-3760302	9.46E+02	1.29E+03	5.65E+02
c3761063-3760302	1.04E+03	1.49E+03	5.47E+02
c3761063-3760302	1.02E+03	1.25E+03	5.48E+02
c3761063-3760302	1.01E+03	1.24E+03	5.62E+02
c3762614-3761079	2.25E+03	3.87E+03	1.38E+03
c3762614-3761079	3.53E+03	3.85E+03	1.48E+03
c3762614-3761079	2.77E+03	4.10E+03	1.48E+03
c3762614-3761079	2.45E+03	3.94E+03	1.48E+03
c3765268-3763028	4.45E+03	5.63E+03	3.81E+03
c3765268-3763028	3.74E+03	5.25E+03	2.50E+03
c3765268-3763028	4.53E+03	6.24E+03	2.99E+03
c3765268-3763028	4.37E+03	5.61E+03	2.91E+03
c3766596-3765796	2.54E+03	3.10E+03	1.17E+03
c3766596-3765796	2.52E+03	3.00E+03	1.23E+03
c3766596-3765796	2.40E+03	2.70E+03	1.30E+03
c3766596-3765796	2.92E+03	3.23E+03	1.71E+03
c3767862-3766987	1.21E+03	1.47E+03	9.82E+02
c3767862-3766987	1.33E+03	1.54E+03	9.72E+02
c3767862-3766987	1.45E+03	1.63E+03	1.07E+03
c3767862-3766987	1.24E+03	1.64E+03	9.50E+02
c3768891-3768145	1.97E+03	2.16E+03	1.60E+03
c3768891-3768145	2.01E+03	1.84E+03	1.24E+03
c3768891-3768145	2.02E+03	1.94E+03	1.20E+03
c3768891-3768145	2.15E+03	2.13E+03	1.31E+03
c3769132-3768878	2.40E+03	2.85E+03	1.37E+03
c3769132-3768878	2.49E+03	3.09E+03	1.66E+03
c3769132-3768878	2.59E+03	3.26E+03	1.56E+03
c3769132-3768878	2.61E+03	3.35E+03	1.78E+03
c3770372-3769254	9.99E+03	1.07E+04	7.16E+03
c3770372-3769254	1.08E+04	1.15E+04	7.50E+03
c3770372-3769254	1.00E+04	1.14E+04	7.54E+03
c3770372-3769254	1.02E+04	1.16E+04	6.67E+03
c3771771-3770578	8.62E+03	7.71E+03	6.97E+03
c3771771-3770578	9.85E+03	9.48E+03	7.51E+03
c3771771-3770578	9.22E+03	8.60E+03	6.64E+03
c3771771-3770578	9.10E+03	8.25E+03	6.41E+03
c3778602-3777613	8.94E+03	9.35E+03	7.33E+03
c3778602-3777613	8.43E+03	1.03E+04	7.98E+03
c3778602-3777613	9.65E+03	1.03E+04	7.39E+03
c3778602-3777613	9.49E+03	1.00E+04	7.08E+03
c3781827-3780151	1.81E+02	3.84E+02	7.50E+01
c3781827-3780151	1.60E+02	4.56E+02	6.12E+01
c3781827-3780151	1.49E+02	3.31E+02	8.58E+01
c3781827-3780151	1.10E+02	4.25E+02	7.05E+01
c3782744-3782205	2.10E+03	2.06E+03	1.38E+03
c3782744-3782205	1.94E+03	1.98E+03	1.24E+03
c3782744-3782205	1.98E+03	1.99E+03	1.25E+03
c3782744-3782205	1.97E+03	2.04E+03	1.20E+03
c3784355-3783072	1.16E+03	1.50E+03	8.94E+02
c3784355-3783072	1.15E+03	1.66E+03	9.11E+02
c3784355-3783072	1.36E+03	1.54E+03	1.00E+03
c3784355-3783072	1.05E+03	1.71E+03	9.76E+02
c3786579-3784804	3.91E+03	4.27E+03	2.16E+03
c3786579-3784804	3.67E+03	4.43E+03	2.16E+03
c3786579-3784804	3.91E+03	4.58E+03	2.32E+03
c3786579-3784804	3.71E+03	4.21E+03	2.56E+03
c3787360-3786791	1.57E+03	2.04E+03	1.38E+03
c3787360-3786791	1.70E+03	2.20E+03	1.50E+03
c3787360-3786791	1.90E+03	2.21E+03	1.36E+03
c3787360-3786791	1.54E+03	2.14E+03	1.25E+03
c3788179-3787544	2.11E+03	2.61E+03	1.39E+03
c3788179-3787544	1.85E+03	2.79E+03	1.16E+03
c3788179-3787544	1.71E+03	2.64E+03	1.27E+03
c3788179-3787544	2.22E+03	3.66E+03	1.56E+03
c3789728-3788847	6.32E+04	7.91E+04	9.80E+04
c3789728-3788847	6.61E+04	7.41E+04	9.74E+04
c3789728-3788847	6.88E+04	7.75E+04	8.87E+04
c3789728-3788847	5.78E+04	7.52E+04	9.25E+04
c3790855-3789848	9.72E+04	9.62E+04	1.01E+05
c3790855-3789848	9.59E+04	1.01E+05	9.71E+04
c3790855-3789848	9.91E+04	9.70E+04	1.02E+05
c3790855-3789848	9.67E+04	9.47E+04	9.16E+04
c3791357-3790875	6.98E+04	8.87E+04	9.33E+04
c3791357-3790875	7.85E+04	8.10E+04	1.00E+05
c3791357-3790875	7.82E+04	7.81E+04	7.78E+04
c3791357-3790875	7.64E+04	7.84E+04	7.19E+04
c3791842-3791375	7.70E+04	9.70E+04	8.62E+04
c3791842-3791375	7.42E+04	7.64E+04	7.18E+04
c3791842-3791375	7.21E+04	8.32E+04	8.17E+04
c3791842-3791375	7.44E+04	8.03E+04	8.11E+04
c3792624-3791857	5.04E+04	4.88E+04	6.15E+04
c3792624-3791857	4.92E+04	4.83E+04	5.88E+04
c3792624-3791857	5.29E+04	4.95E+04	6.62E+04
c3792624-3791857	5.56E+04	5.04E+04	6.55E+04
c3793420-3792695	7.76E+04	7.91E+04	8.68E+04
c3793420-3792695	8.17E+04	8.38E+04	5.08E+04
c3793420-3792695	6.50E+04	8.01E+04	8.34E+04
c3793420-3792695	8.42E+04	8.40E+04	7.30E+04
c3793742-3793458	5.90E+04	7.60E+04	9.44E+04
c3793742-3793458	5.39E+04	6.09E+04	9.02E+04
c3793742-3793458	5.52E+04	6.15E+04	8.83E+04
c3793742-3793458	5.33E+04	6.41E+04	8.51E+04
c3795703-3793823	8.62E+04	9.36E+04	9.32E+04
c3795703-3793823	8.30E+04	7.82E+04	8.36E+04
c3795703-3793823	8.09E+04	8.03E+04	8.71E+04
c3795703-3793823	8.12E+04	7.81E+04	9.04E+04
c3797892-3796132	5.67E+03	5.45E+03	4.80E+03
c3797892-3796132	5.17E+03	6.70E+03	4.74E+03
c3797892-3796132	6.77E+03	6.63E+03	5.34E+03
c3797892-3796132	6.29E+03	5.90E+03	5.10E+03
c3800518-3798299	8.05E+04	6.18E+04	7.08E+04
c3800518-3798299	6.30E+04	5.31E+04	6.69E+04
c3800518-3798299	5.48E+04	4.72E+04	6.45E+04
c3800518-3798299	5.90E+04	4.87E+04	5.53E+04
c3802865-3801552	6.01E+04	8.14E+04	6.78E+04
c3802865-3801552	6.12E+04	7.49E+04	6.47E+04
c3802865-3801552	5.90E+04	5.85E+04	5.75E+04
